"Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area"
"2009,11,17,8,11,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,20XX,E 30TH AV,Kensington-Cedar Cottage"
"2009,11,17,8,13,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,3400, - 3499 MACKENZIE ST,Arbutus Ridge"
"2009,11,17,8,15,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,32XX,E 45TH AV,Killarney"
"2009,11,17,8,16,ENG - Solid Waste,Sanitation,Recycling Bag Request,32XX,E 2ND AV,Hastings-Sunrise"
"2009,11,17,8,17,ENG - Streets,Streets Operations,Street - Repair,67XX,YEW ST,Kerrisdale"
"2009,11,17,8,19,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,23XX,E 28TH AV,Kensington-Cedar Cottage"
"2009,11,17,8,22,ENG - Solid Waste,Sanitation,Recycling Box Request,69XX,DAWSON ST,Killarney"
"2009,11,17,8,22,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,24XX,ST. LAWRENCE ST,Renfrew-Collingwood"
"2009,11,17,8,23,ENG - Solid Waste,Sanitation,Recycling Bag Request,69XX,DAWSON ST,Killarney"
"2009,11,17,8,27,CSG - Inspections,Reception,Reception After Hours Inquiry Case,21XX,E 42ND AV,Victoria-Fraserview"
"2009,11,17,8,27,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,18XX,W 14TH AV,Kitsilano"
"2009,11,17,8,29,CSG - Inspections,Reception,Reception After Hours Inquiry Case,5XX,GLEN DRIVE,Strathcona"
"2009,11,17,8,34,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,33XX,E 44TH AV,Killarney"
"2009,11,17,8,35,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,47XX,MOSS ST,Renfrew-Collingwood"
"2009,11,17,8,35,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,E 44TH AV,Killarney"
"2009,11,17,8,37,CSG - Licenses,Animal Control,Dead Animal Pickup Case,Intersection,E 57TH AV and FRASER ST,Sunset"
"2009,11,17,8,37,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,BIRCH ST and W 12TH AV,Fairview"
"2009,11,17,8,41,ENG - Solid Waste,Sanitation,Cart - Garbage,30XX,ROSEMONT DRIVE,Killarney"
"2009,11,17,8,44,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,50XX,SLOCAN ST,Renfrew-Collingwood"
"2009,11,17,8,44,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,44XX,W 11TH AV,West Point Grey"
"2009,11,17,8,48,ENG - Solid Waste,Sanitation,Cart - Garbage,23XX,W 34TH AV,Arbutus Ridge"
"2009,11,17,8,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,56XX,LINCOLN ST,Renfrew-Collingwood"
"2009,11,17,8,50,CSG - Licenses,Animal Control,Dead Animal Pickup Case,6XX,E 57TH AV,Sunset"
"2009,11,17,8,52,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,48XX,BEATRICE ST,Kensington-Cedar Cottage"
"2009,11,17,9,0,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,23XX,E 54TH AV,Victoria-Fraserview"
"2009,11,17,9,6,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,40XX,MACDONALD ST,Arbutus Ridge"
"2009,11,17,9,8,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,PUGET DRIVE and W KING EDWARD AV,Arbutus Ridge"
"2009,11,17,9,10,ENG - Solid Waste,Sanitation,Cart - Garbage,49XX,MOSS ST,Renfrew-Collingwood"
"2009,11,17,9,11,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,53XX,CHAMBERS ST,Renfrew-Collingwood"
"2009,11,17,9,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,52XX,HOY ST,Renfrew-Collingwood"
"2009,11,17,9,18,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,78XX,NANAIMO ST,Victoria-Fraserview"
"2009,11,17,9,19,CSG - Licenses,Animal Control,Dead Animal Pickup Case,6XX,E 57TH AV,Sunset"
"2009,11,17,9,24,ENG - Solid Waste,Sanitation,Recycling Box Request,4XX,W 17TH AV,Riley Park"
"2009,11,17,9,26,ENG - Streets,Streets Operations,Pothole - Repair,1XX,POWELL ST,Downtown"
"2009,11,17,9,27,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,Intersection,E 45TH AV and WINDSOR ST,Sunset"
"2009,11,17,9,28,ENG - Solid Waste,Sanitation,Recycling Bag Request,66XX,TUAM PLACE,Killarney"
"2009,11,17,9,30,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,46XX,GOTHARD ST,Renfrew-Collingwood"
"2009,11,17,9,32,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,46XX,GOTHARD ST,Renfrew-Collingwood"
"2009,11,17,9,33,ENG - Streets,Streets Operations,Street - Surface Water Flooding,88XX,HEATHER ST,Marpole"
"2009,11,17,9,34,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,8700, - 8799 HUDSON ST,Marpole"
"2009,11,17,9,36,CSG - Licenses,Animal Control,Dead Animal Pickup Case,7XX,E 20TH AV,Kensington-Cedar Cottage"
"2009,11,17,9,38,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,44XX,WELWYN ST,Kensington-Cedar Cottage"
"2009,11,17,9,39,ENG - Streets,Streets Operations,Streets - General Issues,700, - 799 E 45TH AV,Sunset"
"2009,11,17,9,41,ENG - Solid Waste,Sanitation,Recycling Bag Request,7XX,E 55TH AV,Sunset"
"2009,11,17,9,53,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,3500, - 3599 INVERNESS ST,Kensington-Cedar Cottage"
"2009,11,17,9,55,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,36XX,E 29TH AV,Renfrew-Collingwood"
"2009,11,17,9,56,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,43XX,MILLER ST,Kensington-Cedar Cottage"
"2009,11,17,9,57,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,3300, - 3399 E 43RD AV,Killarney"
"2009,11,17,10,0,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,21XX,E BROADWAY,Grandview-Woodland"
"2009,11,17,10,0,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,29XX,HORLEY ST,Renfrew-Collingwood"
"2009,11,17,10,1,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,Intersection,KINGSWAY and TYNE ST,Renfrew-Collingwood"
"2009,11,17,10,3,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,4900, - 4999 EARLES ST,Renfrew-Collingwood"
"2009,11,17,10,3,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,49XX,MOSS ST,Renfrew-Collingwood"
"2009,11,17,10,5,ENG - Solid Waste,Sanitation,Cart - Garbage,41XX,W 16TH AV,West Point Grey"
"2009,11,17,10,6,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,1000, - 1099 MAPLE ST,Kitsilano"
"2009,11,17,10,6,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,45XX,W 13TH AV,West Point Grey"
"2009,11,17,10,7,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),41XX,W 16TH AV,West Point Grey"
"2009,11,17,10,7,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,27XX,W 30TH AV,Arbutus Ridge"
"2009,11,17,10,16,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,41XX,W 10TH AV,West Point Grey"
"2009,11,17,10,16,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,TOLMIE ST and W 15TH AV,West Point Grey"
"2009,11,17,10,20,ENG - Solid Waste,Sanitation,Cart - Garbage,58XX,LANCASTER ST,Killarney"
"2009,11,17,10,21,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,21XX,W 13TH AV,Kitsilano"
"2009,11,17,10,23,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,31XX,WELLINGTON AV,Renfrew-Collingwood"
"2009,11,17,10,25,ENG - Solid Waste,Sanitation,Recycling Bag Request,31XX,E 58TH AV,Killarney"
"2009,11,17,10,27,ENG - Solid Waste,Sanitation,Recycling Box Request,21XX,E 34TH AV,Kensington-Cedar Cottage"
"2009,11,17,10,28,ENG - Solid Waste,Sanitation,Recycling Bag Request,21XX,E 34TH AV,Kensington-Cedar Cottage"
"2009,11,17,10,33,ENG - Solid Waste,Sanitation,Cart - Garbage,34XX,W 3RD AV,Kitsilano"
"2009,11,17,10,33,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,25XX,WILLIAM ST,Hastings-Sunrise"
"2009,11,17,10,36,ENG - Streets,Streets Operations,Street - Repair,2300, - 2399 W 18TH AV,Arbutus Ridge"
"2009,11,17,10,37,CSG - Licenses,Animal Control,Dead Animal Pickup Case,34XX,W 12TH AV,Kitsilano"
"2009,11,17,10,40,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,58XX,ORMIDALE ST,Killarney"
"2009,11,17,10,41,ENG - Streets,Streets Operations,Street - Surface Water Flooding,49XX,ASH ST,South Cambie"
"2009,11,17,10,41,ENG - Solid Waste,Sanitation,Recycling Bag Request,31XX,GARDEN DRIVE,Kensington-Cedar Cottage"
"2009,11,17,10,41,ENG - Streets,Streets Operations,Street - Repair,3400, - 3499 BALSAM ST,Arbutus Ridge"
"2009,11,17,10,56,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,31XX,WELLINGTON AV,Renfrew-Collingwood"
"2009,11,17,10,58,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,57XX,KERR ST,Killarney"
"2009,11,17,11,0,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26XX,BRIGHTWOOD PLACE,Victoria-Fraserview"
"2009,11,17,11,8,ENG - Solid Waste,Sanitation,Recycling Bag Request,8XX,PRIOR ST,Strathcona"
"2009,11,17,11,9,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),29XX,KASLO ST,Renfrew-Collingwood"
"2009,11,17,11,9,ENG - Streets,Streets Operations,Street - Surface Water Flooding,Intersection,RUBY ST and WELLINGTON AV,Renfrew-Collingwood"
"2009,11,17,11,22,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,17XX,CHARLES ST,Grandview-Woodland"
"2009,11,17,11,32,ENG - Streets,Streets Operations,Street - Repair,4XX,E 16TH AV,Mount Pleasant"
"2009,11,17,11,35,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,14XX,RENFREW ST,Hastings-Sunrise"
"2009,11,17,11,40,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,31XX,E 47TH AV,Killarney"
"2009,11,17,11,41,CSG - Licenses,Animal Control,Dead Animal Pickup Case,69XX,DAWSON ST,Killarney"
"2009,11,17,11,43,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,11XX,LAKEWOOD DRIVE,Grandview-Woodland"
"2009,11,17,11,45,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,5100, - 5399 ST. CATHERINES ST,Kensington-Cedar Cottage"
"2009,11,17,11,49,ENG - Solid Waste,Sanitation,Cart - Garbage,15XX,E PENDER ST,Grandview-Woodland"
"2009,11,17,11,51,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),15XX,E PENDER ST,Grandview-Woodland"
"2009,11,17,11,52,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,800, - 899 E 35TH AV,Kensington-Cedar Cottage"
"2009,11,17,11,54,ENG - Solid Waste,Sanitation,Recycling Bag Request,55XX,ALMA ST,Dunbar Southlands"
"2009,11,17,11,55,ENG - Solid Waste,Sanitation,Recycling Box Request,55XX,ALMA ST,Dunbar Southlands"
"2009,11,17,11,57,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,56XX,LANCASTER ST,Renfrew-Collingwood"
"2009,11,17,11,57,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,7XX,E 30TH AV,Kensington-Cedar Cottage"
"2009,11,17,12,1,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,53XX,WINDSOR ST,Kensington-Cedar Cottage"
"2009,11,17,12,2,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,300, - 399 E 51ST AV,Sunset"
"2009,11,17,12,6,ENG - Solid Waste,Sanitation,Recycling Box Request,22XX,YEWBROOK PLACE,Kerrisdale"
"2009,11,17,12,6,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Sign - New,500, - 599 W 2ND AV,Fairview"
"2009,11,17,12,7,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,4XX,E 55TH AV,Sunset"
"2009,11,17,12,11,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Sign - New,500, - 599 W 2ND AV,Fairview"
"2009,11,17,12,12,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,28XX,E 10TH AV,Renfrew-Collingwood"
"2009,11,17,12,15,CSG - Licenses,Animal Control,Dead Animal Pickup Case,46XX,TODD ST,Renfrew-Collingwood"
"2009,11,17,12,15,ENG - Solid Waste,Sanitation,Recycling Bag Request,58XX,VINE ST,Kerrisdale"
"2009,11,17,12,18,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,58XX,VINE ST,Kerrisdale"
"2009,11,17,12,20,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,46XX,TODD ST,Renfrew-Collingwood"
"2009,11,17,12,20,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,57XX,BALSAM ST,Kerrisdale"
"2009,11,17,12,22,ENG - Solid Waste,Sanitation,Recycling Bag Request,5XX,E 46TH AV,Sunset"
"2009,11,17,12,23,ENG - Solid Waste,Sanitation,Recycling Box Request,5XX,E 46TH AV,Sunset"
"2009,11,17,12,25,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,44XX,SLOCAN ST,Renfrew-Collingwood"
"2009,11,17,12,37,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10XX,E 64TH AV,Sunset"
"2009,11,17,12,38,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,44XX,SLOCAN ST,Renfrew-Collingwood"
"2009,11,17,12,38,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,23XX,W 23RD AV,Arbutus Ridge"
"2009,11,17,12,39,ENG - Solid Waste,Sanitation,Recycling Bag Request,28XX,E 4TH AV,Hastings-Sunrise"
"2009,11,17,12,44,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,27XX,E 29TH AV,Renfrew-Collingwood"
"2009,11,17,12,45,ENG - Solid Waste,Sanitation,Recycling Box Request,58XX,WILLOW ST,Oakridge"
"2009,11,17,12,48,ENG - Solid Waste,Sanitation,Recycling Bag Request,29XX,E 41ST AV,Killarney"
"2009,11,17,12,51,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,36XX,HENNEPIN AV,Killarney"
"2009,11,17,12,53,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,8XX,W 23RD AV,South Cambie"
"2009,11,17,12,54,ENG - Transportation,Traffic and Data Management,Traffic Sign - New,Intersection,COMMERCIAL DRIVE and E 14TH AV,Kensington-Cedar Cottage"
"2009,11,17,12,57,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13XX,NICOLA ST,West End"
"2009,11,17,12,59,ENG - Streets,Streets Operations,Street - Repair,2XX,E GEORGIA ST,Strathcona"
"2009,11,17,13,1,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,37XX,ST. CATHERINES ST,Kensington-Cedar Cottage"
"2009,11,17,13,2,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),55XX,OBEN ST,Renfrew-Collingwood"
"2009,11,17,13,2,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,31XX,TRIMBLE ST,West Point Grey"
"2009,11,17,13,2,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,Intersection,BALDWIN ST and KINGSWAY,Kensington-Cedar Cottage"
"2009,11,17,13,7,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,8XX,W 23RD AV,South Cambie"
"2009,11,17,13,9,ENG - Solid Waste,Sanitation,Recycling Bag Request,27XX,ADANAC ST,Hastings-Sunrise"
"2009,11,17,13,11,ENG - Transportation,Traffic and Data Management,Traffic Sign - New,Intersection,COMMERCIAL DRIVE and E 15TH AV,Kensington-Cedar Cottage"
"2009,11,17,13,16,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,2XX,E KING EDWARD AV,Riley Park"
"2009,11,17,13,17,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,2400, - 2499 W 1ST AV,Kitsilano"
"2009,11,17,13,19,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,15XX,E 11TH AV,Kensington-Cedar Cottage"
"2009,11,17,13,20,ENG - Streets,Streets Operations,Streets - General Issues,20XX,E 32ND AV,Kensington-Cedar Cottage"
"2009,11,17,13,22,ENG - Solid Waste,Sanitation,Recycling Bag Request,7XX,W 68TH AV,Marpole"
"2009,11,17,13,28,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,36XX,VANNESS AV,Renfrew-Collingwood"
"2009,11,17,13,34,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,23XX,MAPLE ST,Kitsilano"
"2009,11,17,13,38,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,32XX,EUCLID AV,Renfrew-Collingwood"
"2009,11,17,13,42,ENG - Solid Waste,Sanitation,Recycling Bag Request,29XX,W 13TH AV,Kitsilano"
"2009,11,17,13,44,ENG - Solid Waste,Sanitation,Cart - Apartment Recycling,16XX,E PENDER ST,"
"2009,11,17,13,52,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,Intersection,OLYMPIC ST and W 39TH AV,Dunbar Southlands"
"2009,11,17,13,53,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,30XX,WILLOW ST,Fairview"
"2009,11,17,13,55,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,3300, - 3399 E 23RD AV,Renfrew-Collingwood"
"2009,11,17,13,55,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,Intersection,E 49TH AV and PRINCE EDWARD ST,Sunset"
"2009,11,17,13,58,ENG - Solid Waste,Sanitation,Recycling Bag Request,43XX,W 14TH AV,West Point Grey"
"2009,11,17,14,1,ENG - Solid Waste,Sanitation,Recycling Bag Request,25XX,W 35TH AV,Arbutus Ridge"
"2009,11,17,14,1,ENG - Streets,Streets Operations,Street - Repair,35XX,W 13TH AV,Kitsilano"
"2009,11,17,14,2,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,44XX,WELWYN ST,Kensington-Cedar Cottage"
"2009,11,17,14,3,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,56XX,KILLARNEY ST,Renfrew-Collingwood"
"2009,11,17,14,5,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - Modify,Intersection,COMMERCIAL DRIVE and E 14TH AV,Kensington-Cedar Cottage"
"2009,11,17,14,6,ENG - Solid Waste,Sanitation,Cart - Green (Yard Trimmings and Food Scraps),33XX,W 10TH AV,Kitsilano"
"2009,11,17,14,6,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,31XX,W 8TH AV,Kitsilano"
"2009,11,17,14,7,ENG - Streets,Streets Operations,Street - Repair,30XX,E 45TH AV,Killarney"
"2009,11,17,14,8,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - Modify,Intersection,COMMERCIAL DRIVE and E 14TH AV,Kensington-Cedar Cottage"
"2009,11,17,14,8,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,27XX,E 24TH AV,Renfrew-Collingwood"
"2009,11,17,14,9,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,5XX,W 26TH AV,South Cambie"
"2009,11,17,14,11,ENG - Streets,Streets Operations,Street - Surface Water Flooding,30XX,E 45TH AV,Killarney"
"2009,11,17,14,14,ENG - Solid Waste,Sanitation,Cart - Garbage,8XX,E 51ST AV,Sunset"
"2009,11,17,14,16,ENG - Solid Waste,Sanitation,Recycling Bag Request,46XX,VICTORIA DRIVE,Kensington-Cedar Cottage"
"2009,11,17,14,19,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,3XX,N KASLO ST,Hastings-Sunrise"
"2009,11,17,14,19,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,XX,W 21ST AV,Riley Park"
"2009,11,17,14,22,ENG - Streets,Streets Operations,Street - Surface Water Flooding,20XX,W 59TH AV,Kerrisdale"
"2009,11,17,14,23,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,24XX,E 27TH AV,Renfrew-Collingwood"
"2009,11,17,14,25,ENG - Solid Waste,Sanitation,Recycling Box Request,33XX,W 29TH AV,Dunbar Southlands"
"2009,11,17,14,25,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,33XX,W 29TH AV,Dunbar Southlands"
"2009,11,17,14,25,ENG - Solid Waste,Sanitation,Cart - Garbage,15XX,W 7TH AV,Fairview"
"2009,11,17,14,32,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,18XX,TOLMIE ST,West Point Grey"
"2009,11,17,14,34,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,BURRARD ST and DAVIE ST,Downtown"
"2009,11,17,14,41,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,35XX,W 13TH AV,Kitsilano"
"2009,11,17,14,43,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,300, - 399 E 40TH AV,Riley Park"
"2009,11,17,14,47,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,55XX,RUPERT ST,Renfrew-Collingwood"
"2009,11,17,14,49,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,32XX,SCHOOL AV,Killarney"
"2009,11,17,14,53,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,2200, - 2299 WILLIAM ST,Grandview-Woodland"
"2009,11,17,14,55,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,45XX,PERRY ST,Kensington-Cedar Cottage"
"2009,11,17,14,57,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,40XX,W 11TH AV,West Point Grey"
"2009,11,17,14,59,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,28XX,WATERLOO ST,Kitsilano"
"2009,11,17,14,59,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,26XX,BALACLAVA ST,Kitsilano"
"2009,11,17,15,1,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,17XX,WALLACE ST,West Point Grey"
"2009,11,17,15,2,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,22XX,HIGHBURY ST,West Point Grey"
"2009,11,17,15,3,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,40XX,W 11TH AV,West Point Grey"
"2009,11,17,15,20,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,400, - 499 DUNLEVY AV,Strathcona"
"2009,11,17,15,21,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,18XX,TRIMBLE ST,West Point Grey"
"2009,11,17,15,22,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,47XX,OSLER ST,Shaughnessy"
"2009,11,17,15,22,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,47XX,OSLER ST,Shaughnessy"
"2009,11,17,15,24,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,E 44TH AV,Killarney"
"2009,11,17,15,24,ENG - Solid Waste,Sanitation,Recycling Bag Request,45XX,W 2ND AV,West Point Grey"
"2009,11,17,15,25,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,800, - 899 HOWE ST,Downtown"
"2009,11,17,15,27,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,28XX,W 4TH AV,Kitsilano"
"2009,11,17,15,30,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,PARKER ST and RENFREW ST,Hastings-Sunrise"
"2009,11,17,15,31,CSG - Licenses,Animal Control,Animal Complaint - Non-Emergency Case,26XX,OXFORD ST,Hastings-Sunrise"
"2009,11,17,15,36,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,40XX,W 11TH AV,West Point Grey"
"2009,11,17,15,36,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,24XX,CROWN ST,West Point Grey"
"2009,11,17,15,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,38XX,PUGET DRIVE,Dunbar Southlands"
"2009,11,17,15,41,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,57XX,JOYCE ST,"
"2009,11,17,15,42,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,49XX,CARTIER ST,Shaughnessy"
"2009,11,17,15,43,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,10XX,NANTON AV,Shaughnessy"
"2009,11,17,15,44,ENG - Solid Waste,Sanitation,Recycling Bag Request,39XX,W 17TH AV,Dunbar Southlands"
"2009,11,17,15,46,ENG - Solid Waste,Sanitation,Missed Recycling Pickup,47XX,W 2ND AV,West Point Grey"
"2009,11,17,15,49,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,53XX,JOYCE ST,Renfrew-Collingwood"
"2009,11,17,16,0,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,35XX,W 3RD AV,Kitsilano"
"2009,11,17,16,3,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,28XX,POINT GREY ROAD,Kitsilano"
"2009,11,17,16,4,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,45XX,W 14TH AV,West Point Grey"
"2009,11,17,16,6,ENG - Solid Waste,Sanitation,Recycling Box Request,35XX,W 24TH AV,Dunbar Southlands"
"2009,11,17,16,8,ENG - Solid Waste,Sanitation,Missed Garbage Pickup,26XX,SW MARINE DRIVE,Kerrisdale"
"2009,11,17,16,19,ENG - Solid Waste,Sanitation,Missed Yard Trimmings and Food Scraps Pickup,33XX,W 12TH AV,Kitsilano"
"2009,11,17,16,22,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1XX,E 54TH AV,Sunset"
